split_a,class_a,filename_a,path_a,split_b,class_b,filename_b,path_b,phash_distance,same_class,normalized_pixel_correlation,structural_similarity,meets_exclusion_rule
test,notumor,Te-no_101.jpg,data/Testing/notumor/Te-no_101.jpg,train,notumor,Te-no_129.jpg,data/Testing/notumor/Te-no_129.jpg,8,True,0.9883119737595766,0.8030356764793396,False
test,notumor,Te-no_120.jpg,data/Testing/notumor/Te-no_120.jpg,train,notumor,Tr-no_1112.jpg,data/Training/notumor/Tr-no_1112.jpg,8,True,0.9942742548567003,0.7371252775192261,False
test,notumor,Te-no_172.jpg,data/Testing/notumor/Te-no_172.jpg,validation,notumor,Tr-no_1120.jpg,data/Training/notumor/Tr-no_1120.jpg,8,True,0.9948568534910749,0.7747409343719482,False
test,notumor,Te-no_172.jpg,data/Testing/notumor/Te-no_172.jpg,train,notumor,Tr-no_54.jpg,data/Training/notumor/Tr-no_54.jpg,8,True,0.9775833842803212,0.7888548970222473,False
test,notumor,Te-no_180.jpg,data/Testing/notumor/Te-no_180.jpg,train,notumor,Te-no_379.jpg,data/Testing/notumor/Te-no_379.jpg,8,True,0.9895411489824768,0.7792546153068542,False
train,notumor,Te-no_181.jpg,data/Testing/notumor/Te-no_181.jpg,validation,notumor,Te-no_255.jpg,data/Testing/notumor/Te-no_255.jpg,8,True,0.9889774090576929,0.7851449251174927,False
train,notumor,Te-no_184.jpg,data/Testing/notumor/Te-no_184.jpg,validation,notumor,Te-no_338.jpg,data/Testing/notumor/Te-no_338.jpg,8,True,0.9860403546592431,0.8278643488883972,False
train,notumor,Te-no_233.jpg,data/Testing/notumor/Te-no_233.jpg,validation,notumor,Te-no_338.jpg,data/Testing/notumor/Te-no_338.jpg,8,True,0.9699718069310862,0.7426292300224304,False
train,notumor,Te-no_239.jpg,data/Testing/notumor/Te-no_239.jpg,validation,notumor,Te-no_193.jpg,data/Testing/notumor/Te-no_193.jpg,8,True,0.9927716423559243,0.9476140737533569,False
test,notumor,Te-no_53.jpg,data/Testing/notumor/Te-no_53.jpg,train,notumor,Te-no_269.jpg,data/Testing/notumor/Te-no_269.jpg,8,True,0.9856116388505582,0.7622296214103699,False
test,notumor,Te-no_53.jpg,data/Testing/notumor/Te-no_53.jpg,validation,notumor,Tr-no_264.jpg,data/Training/notumor/Tr-no_264.jpg,8,True,0.9842739952112508,0.7525638341903687,False
train,notumor,Te-no_69.jpg,data/Testing/notumor/Te-no_69.jpg,validation,notumor,Te-no_48.jpg,data/Testing/notumor/Te-no_48.jpg,8,True,0.9925090041898269,0.8300437927246094,False
test,notumor,Te-no_95.jpg,data/Testing/notumor/Te-no_95.jpg,train,notumor,Tr-no_834.jpg,data/Training/notumor/Tr-no_834.jpg,8,True,0.9772120566736142,0.7508372664451599,False
test,notumor,Tr-no_1156.jpg,data/Training/notumor/Tr-no_1156.jpg,train,notumor,Tr-no_744.jpg,data/Training/notumor/Tr-no_744.jpg,8,True,0.9745967602844477,0.8899519443511963,False
train,notumor,Tr-no_1189.jpg,data/Training/notumor/Tr-no_1189.jpg,validation,notumor,Tr-no_1095.jpg,data/Training/notumor/Tr-no_1095.jpg,8,True,0.9238380252217624,0.670386791229248,False
train,notumor,Tr-no_1191.jpg,data/Training/notumor/Tr-no_1191.jpg,validation,notumor,Tr-no_57.jpg,data/Training/notumor/Tr-no_57.jpg,8,True,0.9731064348411728,0.7629891633987427,False
train,notumor,Tr-no_1280.jpg,data/Training/notumor/Tr-no_1280.jpg,validation,notumor,Tr-no_264.jpg,data/Training/notumor/Tr-no_264.jpg,8,True,0.992975834348048,0.9491901993751526,False
train,notumor,Tr-no_345.jpg,data/Training/notumor/Tr-no_345.jpg,validation,notumor,Te-no_330.jpg,data/Testing/notumor/Te-no_330.jpg,8,True,0.9808522386034269,0.8797123432159424,False
train,notumor,Tr-no_354.jpg,data/Training/notumor/Tr-no_354.jpg,validation,notumor,Te-no_56.jpg,data/Testing/notumor/Te-no_56.jpg,8,True,0.9339956204254625,0.6880007982254028,False
test,notumor,Tr-no_406.jpg,data/Training/notumor/Tr-no_406.jpg,validation,notumor,Tr-no_1239.jpg,data/Training/notumor/Tr-no_1239.jpg,8,True,0.9786671714029427,0.8033148050308228,False
test,notumor,Tr-no_466.jpg,data/Training/notumor/Tr-no_466.jpg,validation,notumor,Tr-no_1095.jpg,data/Training/notumor/Tr-no_1095.jpg,8,True,0.9199423189056061,0.6440671682357788,False
train,notumor,Tr-no_54.jpg,data/Training/notumor/Tr-no_54.jpg,validation,notumor,Tr-no_1120.jpg,data/Training/notumor/Tr-no_1120.jpg,8,True,0.9752414267679805,0.7630795836448669,False
train,notumor,Tr-no_679.jpg,data/Training/notumor/Tr-no_679.jpg,validation,notumor,Tr-no_1120.jpg,data/Training/notumor/Tr-no_1120.jpg,8,True,0.9825691475572164,0.768266499042511,False
train,notumor,Tr-no_770.jpg,data/Training/notumor/Tr-no_770.jpg,validation,notumor,Tr-no_951.jpg,data/Training/notumor/Tr-no_951.jpg,8,True,0.9821760057659811,0.8367817401885986,False
test,notumor,Tr-no_776.jpg,data/Training/notumor/Tr-no_776.jpg,train,notumor,Tr-no_89.jpg,data/Training/notumor/Tr-no_89.jpg,8,True,0.9563149451762367,0.6903783082962036,False
test,notumor,Tr-no_818.jpg,data/Training/notumor/Tr-no_818.jpg,validation,notumor,Tr-no_1212.jpg,data/Training/notumor/Tr-no_1212.jpg,8,True,0.9902842029419044,0.867932915687561,False
test,notumor,Tr-no_822.jpg,data/Training/notumor/Tr-no_822.jpg,train,notumor,Tr-no_579.jpg,data/Training/notumor/Tr-no_579.jpg,8,True,0.9662107356520502,0.8672124147415161,False
test,notumor,Tr-no_912.jpg,data/Training/notumor/Tr-no_912.jpg,train,notumor,Tr-no_577.jpg,data/Training/notumor/Tr-no_577.jpg,8,True,0.9968338352142171,0.979127049446106,False
train,meningioma,Te-me_229.jpg,data/Testing/meningioma/Te-me_229.jpg,validation,meningioma,Te-me_293.jpg,data/Testing/meningioma/Te-me_293.jpg,10,True,0.9618324930620084,0.8120157718658447,False
test,notumor,Te-no_120.jpg,data/Testing/notumor/Te-no_120.jpg,validation,notumor,Tr-no_1287.jpg,data/Training/notumor/Tr-no_1287.jpg,10,True,0.9223994990232465,0.5597530007362366,False
test,notumor,Te-no_161.jpg,data/Testing/notumor/Te-no_161.jpg,train,notumor,Te-no_24.jpg,data/Testing/notumor/Te-no_24.jpg,10,True,0.9785919832474559,0.7318210601806641,False
test,notumor,Te-no_183.jpg,data/Testing/notumor/Te-no_183.jpg,train,notumor,Te-no_115.jpg,data/Testing/notumor/Te-no_115.jpg,10,True,0.9803397432241772,0.7291111946105957,False
train,notumor,Te-no_201.jpg,data/Testing/notumor/Te-no_201.jpg,validation,notumor,Te-no_36.jpg,data/Testing/notumor/Te-no_36.jpg,10,True,0.9945449040585289,0.7487719058990479,False
test,notumor,Te-no_234.jpg,data/Testing/notumor/Te-no_234.jpg,train,notumor,Tr-no_179.jpg,data/Training/notumor/Tr-no_179.jpg,10,True,0.9225088577306115,0.6262475848197937,False
test,notumor,Tr-no_1047.jpg,data/Training/notumor/Tr-no_1047.jpg,train,notumor,Te-no_394.jpg,data/Testing/notumor/Te-no_394.jpg,10,True,0.9898632608956232,0.8018102049827576,False
train,notumor,Tr-no_1063.jpg,data/Training/notumor/Tr-no_1063.jpg,validation,notumor,Tr-no_784.jpg,data/Training/notumor/Tr-no_784.jpg,10,True,0.9963522328895361,0.9599541425704956,False
test,notumor,Tr-no_1177.jpg,data/Training/notumor/Tr-no_1177.jpg,train,notumor,Te-no_1.jpg,data/Testing/notumor/Te-no_1.jpg,10,True,0.9232202567684072,0.627636194229126,False
test,notumor,Tr-no_1266.jpg,data/Training/notumor/Tr-no_1266.jpg,train,notumor,Te-no_31.jpg,data/Testing/notumor/Te-no_31.jpg,10,True,0.9729577941978416,0.7791519165039062,False
test,notumor,Tr-no_229.jpg,data/Training/notumor/Tr-no_229.jpg,train,notumor,Tr-no_580.jpg,data/Training/notumor/Tr-no_580.jpg,10,True,0.9833546522062636,0.8837906718254089,False
test,notumor,Tr-no_234.jpg,data/Training/notumor/Tr-no_234.jpg,train,notumor,Te-no_358.jpg,data/Testing/notumor/Te-no_358.jpg,10,True,0.9709657207389162,0.7535591125488281,False
test,notumor,Tr-no_338.jpg,data/Training/notumor/Tr-no_338.jpg,train,notumor,Tr-no_1210.jpg,data/Training/notumor/Tr-no_1210.jpg,10,True,0.9744583335232887,0.8110415935516357,False
train,notumor,Tr-no_395.jpg,data/Training/notumor/Tr-no_395.jpg,validation,notumor,Tr-no_276.jpg,data/Training/notumor/Tr-no_276.jpg,10,True,0.9490309901117651,0.663993239402771,False
test,notumor,Tr-no_4.jpg,data/Training/notumor/Tr-no_4.jpg,train,notumor,Te-no_14.jpg,data/Testing/notumor/Te-no_14.jpg,10,True,0.9287496385315,0.7398510575294495,False
test,notumor,Tr-no_552.jpg,data/Training/notumor/Tr-no_552.jpg,train,notumor,Tr-no_1023.jpg,data/Training/notumor/Tr-no_1023.jpg,10,True,0.9874428228223336,0.9386165142059326,False
test,notumor,Tr-no_785.jpg,data/Training/notumor/Tr-no_785.jpg,train,notumor,Te-no_174.jpg,data/Testing/notumor/Te-no_174.jpg,10,True,0.982582058883729,0.8927544951438904,False
test,notumor,Tr-no_812.jpg,data/Training/notumor/Tr-no_812.jpg,train,notumor,Tr-no_183.jpg,data/Training/notumor/Tr-no_183.jpg,10,True,0.9894269648339423,0.9156941771507263,False
test,notumor,Tr-no_815.jpg,data/Training/notumor/Tr-no_815.jpg,train,notumor,Te-no_175.jpg,data/Testing/notumor/Te-no_175.jpg,10,True,0.9103804079572293,0.6795207858085632,False
test,notumor,Te-no_101.jpg,data/Testing/notumor/Te-no_101.jpg,validation,notumor,Tr-no_1141.jpg,data/Training/notumor/Tr-no_1141.jpg,12,True,0.9133630143201752,0.6865127682685852,False
train,notumor,Te-no_119.jpg,data/Testing/notumor/Te-no_119.jpg,validation,notumor,Tr-no_127.jpg,data/Training/notumor/Tr-no_127.jpg,12,True,0.986437055996377,0.838895320892334,False
train,notumor,Te-no_129.jpg,data/Testing/notumor/Te-no_129.jpg,validation,notumor,Tr-no_1141.jpg,data/Training/notumor/Tr-no_1141.jpg,12,True,0.9057909795501293,0.6754933595657349,False
test,notumor,Te-no_176.jpg,data/Testing/notumor/Te-no_176.jpg,validation,notumor,Tr-no_276.jpg,data/Training/notumor/Tr-no_276.jpg,12,True,0.9899760290026897,0.8061179518699646,False
test,notumor,Te-no_18.jpg,data/Testing/notumor/Te-no_18.jpg,train,notumor,Tr-no_1094.jpg,data/Training/notumor/Tr-no_1094.jpg,12,True,0.992997292518616,0.7849124073982239,False
test,notumor,Te-no_2.jpg,data/Testing/notumor/Te-no_2.jpg,train,notumor,Tr-no_252.jpg,data/Training/notumor/Tr-no_252.jpg,12,True,0.9275303403093672,0.7322832345962524,False
train,notumor,Te-no_223.jpg,data/Testing/notumor/Te-no_223.jpg,validation,notumor,Tr-no_41.jpg,data/Training/notumor/Tr-no_41.jpg,12,True,0.9917555143890723,0.9112717509269714,False
train,notumor,Te-no_232.jpg,data/Testing/notumor/Te-no_232.jpg,validation,notumor,Te-no_62.jpg,data/Testing/notumor/Te-no_62.jpg,12,True,0.9688891377915483,0.7393637895584106,False
test,notumor,Te-no_253.jpg,data/Testing/notumor/Te-no_253.jpg,train,notumor,Tr-no_1377.jpg,data/Training/notumor/Tr-no_1377.jpg,12,True,0.9280314587958642,0.614302396774292,False
train,notumor,Te-no_281.jpg,data/Testing/notumor/Te-no_281.jpg,validation,notumor,Te-no_45.jpg,data/Testing/notumor/Te-no_45.jpg,12,True,0.9820727123528691,0.7412919998168945,False
train,notumor,Te-no_354.jpg,data/Testing/notumor/Te-no_354.jpg,validation,notumor,Te-no_132.jpg,data/Testing/notumor/Te-no_132.jpg,12,True,0.9801795723194497,0.8012282848358154,False
train,notumor,Te-no_392.jpg,data/Testing/notumor/Te-no_392.jpg,validation,notumor,Te-no_62.jpg,data/Testing/notumor/Te-no_62.jpg,12,True,0.9699906363399344,0.7215825319290161,False
test,notumor,Tr-no_1047.jpg,data/Training/notumor/Tr-no_1047.jpg,validation,notumor,Tr-no_589.jpg,data/Training/notumor/Tr-no_589.jpg,12,True,0.9152721818775574,0.7097938656806946,False
test,notumor,Tr-no_1125.jpg,data/Training/notumor/Tr-no_1125.jpg,train,notumor,Tr-no_860.jpg,data/Training/notumor/Tr-no_860.jpg,12,True,0.9930419448331599,0.7858209609985352,False
train,notumor,Tr-no_1161.jpg,data/Training/notumor/Tr-no_1161.jpg,validation,notumor,Te-no_186.jpg,data/Testing/notumor/Te-no_186.jpg,12,True,0.9514525346016354,0.6643496751785278,False
test,notumor,Tr-no_1164.jpg,data/Training/notumor/Tr-no_1164.jpg,train,notumor,Te-no_214.jpg,data/Testing/notumor/Te-no_214.jpg,12,True,0.9798857212745178,0.7937527298927307,False
train,notumor,Tr-no_1365.jpg,data/Training/notumor/Tr-no_1365.jpg,validation,notumor,Tr-no_1141.jpg,data/Training/notumor/Tr-no_1141.jpg,12,True,0.8596210442930153,0.6071620583534241,False
train,notumor,Tr-no_529.jpg,data/Training/notumor/Tr-no_529.jpg,validation,notumor,Te-no_296.jpg,data/Testing/notumor/Te-no_296.jpg,12,True,0.9023485607713149,0.5480903387069702,False
test,notumor,Tr-no_551.jpg,data/Training/notumor/Tr-no_551.jpg,train,notumor,Tr-no_1340.jpg,data/Training/notumor/Tr-no_1340.jpg,12,True,0.8726608458051035,0.62865149974823,False
train,notumor,Tr-no_932.jpg,data/Training/notumor/Tr-no_932.jpg,validation,notumor,Te-no_380.jpg,data/Testing/notumor/Te-no_380.jpg,12,True,0.9797637983233728,0.7901155948638916,False
train,meningioma,Te-me_111.jpg,data/Testing/meningioma/Te-me_111.jpg,validation,meningioma,Te-me_174.jpg,data/Testing/meningioma/Te-me_174.jpg,14,True,0.978166001640363,0.8530102968215942,False
test,notumor,Te-no_11.jpg,data/Testing/notumor/Te-no_11.jpg,train,notumor,Te-no_358.jpg,data/Testing/notumor/Te-no_358.jpg,14,True,0.9683257792372487,0.7008659839630127,False
train,notumor,Te-no_142.jpg,data/Testing/notumor/Te-no_142.jpg,validation,notumor,Tr-no_807.jpg,data/Training/notumor/Tr-no_807.jpg,14,True,0.9274150582600026,0.7308117151260376,False
test,notumor,Te-no_153.jpg,data/Testing/notumor/Te-no_153.jpg,train,notumor,Tr-no_1218.jpg,data/Training/notumor/Tr-no_1218.jpg,14,True,0.9793210148097818,0.7844678163528442,False
test,notumor,Te-no_206.jpg,data/Testing/notumor/Te-no_206.jpg,validation,notumor,Tr-no_127.jpg,data/Training/notumor/Tr-no_127.jpg,14,True,0.9749318923922282,0.6609840393066406,False
test,notumor,Te-no_229.jpg,data/Testing/notumor/Te-no_229.jpg,train,notumor,Tr-no_553.jpg,data/Training/notumor/Tr-no_553.jpg,14,True,0.9597605375125577,0.7662680149078369,False
test,notumor,Te-no_244.jpg,data/Testing/notumor/Te-no_244.jpg,train,notumor,Tr-no_568.jpg,data/Training/notumor/Tr-no_568.jpg,14,True,0.9866620441621772,0.8690253496170044,False
train,notumor,Te-no_245.jpg,data/Testing/notumor/Te-no_245.jpg,validation,notumor,Tr-no_359.jpg,data/Training/notumor/Tr-no_359.jpg,14,True,0.9688933068947734,0.7360667586326599,False
train,notumor,Te-no_247.jpg,data/Testing/notumor/Te-no_247.jpg,validation,notumor,Te-no_348.jpg,data/Testing/notumor/Te-no_348.jpg,14,True,0.9475450410430922,0.6384968161582947,False
test,notumor,Te-no_257.jpg,data/Testing/notumor/Te-no_257.jpg,train,notumor,Te-no_15.jpg,data/Testing/notumor/Te-no_15.jpg,14,True,0.9842028510206515,0.8445311784744263,False
test,notumor,Te-no_292.jpg,data/Testing/notumor/Te-no_292.jpg,train,notumor,Tr-no_1122.jpg,data/Training/notumor/Tr-no_1122.jpg,14,True,0.9846702219515016,0.7442469596862793,False
train,notumor,Te-no_324.jpg,data/Testing/notumor/Te-no_324.jpg,validation,notumor,Tr-no_972.jpg,data/Training/notumor/Tr-no_972.jpg,14,True,0.9347138111912453,0.6433270573616028,False
test,notumor,Te-no_35.jpg,data/Testing/notumor/Te-no_35.jpg,train,notumor,Te-no_322.jpg,data/Testing/notumor/Te-no_322.jpg,14,True,0.9658482847716148,0.6450836658477783,False
test,notumor,Te-no_385.jpg,data/Testing/notumor/Te-no_385.jpg,train,notumor,Tr-no_849.jpg,data/Training/notumor/Tr-no_849.jpg,14,True,0.985385566168888,0.7697260975837708,False
train,notumor,Te-no_52.jpg,data/Testing/notumor/Te-no_52.jpg,validation,notumor,Tr-no_1327.jpg,data/Training/notumor/Tr-no_1327.jpg,14,True,0.9357738869158482,0.6485609412193298,False
test,glioma,Tr-gl_1089.jpg,data/Training/glioma/Tr-gl_1089.jpg,train,glioma,Tr-gl_827.jpg,data/Training/glioma/Tr-gl_827.jpg,14,True,0.8716896806345502,0.827022135257721,False
train,notumor,Tr-no_1112.jpg,data/Training/notumor/Tr-no_1112.jpg,validation,notumor,Tr-no_1287.jpg,data/Training/notumor/Tr-no_1287.jpg,14,True,0.9213982012446092,0.4097764492034912,False
test,notumor,Tr-no_1254.jpg,data/Training/notumor/Tr-no_1254.jpg,train,notumor,Tr-no_286.jpg,data/Training/notumor/Tr-no_286.jpg,14,True,0.9680843202685293,0.7806037664413452,False
test,notumor,Tr-no_338.jpg,data/Training/notumor/Tr-no_338.jpg,validation,notumor,Te-no_138.jpg,data/Testing/notumor/Te-no_138.jpg,14,True,0.9819019944622093,0.7880604863166809,False
test,notumor,Tr-no_389.jpg,data/Training/notumor/Tr-no_389.jpg,train,notumor,Tr-no_325.jpg,data/Training/notumor/Tr-no_325.jpg,14,True,0.9579149424117958,0.8485726714134216,False
train,notumor,Tr-no_471.jpg,data/Training/notumor/Tr-no_471.jpg,validation,notumor,Tr-no_1335.jpg,data/Training/notumor/Tr-no_1335.jpg,14,True,0.981452730371803,0.8524819016456604,False
test,notumor,Tr-no_691.jpg,data/Training/notumor/Tr-no_691.jpg,train,notumor,Te-no_267.jpg,data/Testing/notumor/Te-no_267.jpg,14,True,0.8804672482373908,0.5242843627929688,False
test,notumor,Tr-no_850.jpg,data/Training/notumor/Tr-no_850.jpg,train,notumor,Te-no_154.jpg,data/Testing/notumor/Te-no_154.jpg,14,True,0.9791877124581286,0.8220030665397644,False
test,notumor,Tr-no_945.jpg,data/Training/notumor/Tr-no_945.jpg,train,notumor,Tr-no_333.jpg,data/Training/notumor/Tr-no_333.jpg,14,True,0.9247061018762072,0.5163904428482056,False
train,notumor,Te-no_118.jpg,data/Testing/notumor/Te-no_118.jpg,validation,notumor,Te-no_186.jpg,data/Testing/notumor/Te-no_186.jpg,16,True,0.8966860822057946,0.6544981598854065,False
test,notumor,Te-no_137.jpg,data/Testing/notumor/Te-no_137.jpg,train,notumor,Te-no_192.jpg,data/Testing/notumor/Te-no_192.jpg,16,True,0.9569058050064251,0.7303125858306885,False
test,notumor,Te-no_168.jpg,data/Testing/notumor/Te-no_168.jpg,train,notumor,Te-no_243.jpg,data/Testing/notumor/Te-no_243.jpg,16,True,0.9652111190097687,0.7562468647956848,False
test,notumor,Te-no_23.jpg,data/Testing/notumor/Te-no_23.jpg,validation,notumor,Tr-no_1139.jpg,data/Training/notumor/Tr-no_1139.jpg,16,True,0.9875282330952709,0.8645169138908386,False
test,notumor,Te-no_250.jpg,data/Testing/notumor/Te-no_250.jpg,train,notumor,Te-no_286.jpg,data/Testing/notumor/Te-no_286.jpg,16,True,0.978950614179233,0.8732739686965942,False
train,notumor,Te-no_322.jpg,data/Testing/notumor/Te-no_322.jpg,validation,notumor,Tr-no_735.jpg,data/Training/notumor/Tr-no_735.jpg,16,True,0.9350886680695691,0.5548124313354492,False
train,notumor,Te-no_394.jpg,data/Testing/notumor/Te-no_394.jpg,validation,notumor,Tr-no_589.jpg,data/Training/notumor/Tr-no_589.jpg,16,True,0.9300452073853581,0.7140184640884399,False
test,pituitary,Te-pi_210.jpg,data/Testing/pituitary/Te-pi_210.jpg,train,pituitary,Te-pi_191.jpg,data/Testing/pituitary/Te-pi_191.jpg,16,True,0.9150010226465005,0.7290729880332947,False
train,glioma,Tr-gl_1041.jpg,data/Training/glioma/Tr-gl_1041.jpg,validation,glioma,Tr-gl_141.jpg,data/Training/glioma/Tr-gl_141.jpg,16,True,0.9304874982881988,0.8734091520309448,False
test,notumor,Tr-no_103.jpg,data/Training/notumor/Tr-no_103.jpg,train,notumor,Te-no_208.jpg,data/Testing/notumor/Te-no_208.jpg,16,True,0.9676178469713704,0.7875849604606628,False
test,notumor,Tr-no_1057.jpg,data/Training/notumor/Tr-no_1057.jpg,train,notumor,Te-no_301.jpg,data/Testing/notumor/Te-no_301.jpg,16,True,0.8696269610649103,0.5417490601539612,False
train,notumor,Tr-no_1104.jpg,data/Training/notumor/Tr-no_1104.jpg,validation,notumor,Te-no_297.jpg,data/Testing/notumor/Te-no_297.jpg,16,True,0.8861049555369682,0.6674569845199585,False
test,notumor,Tr-no_1125.jpg,data/Training/notumor/Tr-no_1125.jpg,validation,notumor,Tr-no_934.jpg,data/Training/notumor/Tr-no_934.jpg,16,True,0.9147336137088014,0.7515102624893188,False
test,notumor,Tr-no_1173.jpg,data/Training/notumor/Tr-no_1173.jpg,train,notumor,Tr-no_656.jpg,data/Training/notumor/Tr-no_656.jpg,16,True,0.9543953593724016,0.762714684009552,False
train,notumor,Tr-no_1210.jpg,data/Training/notumor/Tr-no_1210.jpg,validation,notumor,Te-no_138.jpg,data/Testing/notumor/Te-no_138.jpg,16,True,0.9516395315310673,0.7721181511878967,False
train,notumor,Tr-no_1241.jpg,data/Training/notumor/Tr-no_1241.jpg,validation,notumor,Te-no_296.jpg,data/Testing/notumor/Te-no_296.jpg,16,True,0.8865981679288083,0.6225433945655823,False
