epoch,epoch_seconds,learning_rate,train_loss,train_accuracy,train_macro_f1,validation_loss,validation_accuracy,validation_macro_f1,validation_glioma_precision,validation_glioma_recall,validation_glioma_f1,validation_meningioma_precision,validation_meningioma_recall,validation_meningioma_f1,validation_confusion_matrix
22,0.035674095153808594,0.001,0.23971798346117393,0.9189692642036634,0.9226796271440991,0.27359586437975153,0.9057971014492754,0.9100080148448438,0.9565217391304348,0.8380952380952381,0.8934010152284264,0.796875,0.8742857142857143,0.8337874659400545,"[[176, 33, 0, 1], [6, 153, 2, 14], [1, 4, 88, 1], [1, 2, 0, 208]]"
23,0.040135860443115234,0.001,0.24099029746347242,0.9133809375970195,0.9185377329865084,0.27242172027843586,0.9072463768115943,0.9105945378204957,0.9521276595744681,0.8523809523809524,0.8994974874371859,0.8095238095238095,0.8742857142857143,0.8406593406593407,"[[179, 30, 0, 1], [7, 153, 1, 14], [1, 4, 86, 3], [1, 2, 0, 208]]"
24,0.036015987396240234,0.001,0.2314473430272475,0.9164855634895995,0.9208283116919587,0.27273552802161893,0.9072463768115943,0.9114029963193017,0.9567567567567568,0.8428571428571429,0.8962025316455696,0.8020833333333334,0.88,0.8392370572207084,"[[177, 32, 0, 1], [6, 154, 1, 14], [1, 4, 87, 2], [1, 2, 0, 208]]"
25,0.03647184371948242,0.001,0.23090681353643494,0.9183483390251475,0.9235985564721366,0.2702720682906068,0.9072463768115943,0.911158614425269,0.9528795811518325,0.8666666666666667,0.9077306733167082,0.8324022346368715,0.8514285714285714,0.8418079096045198,"[[182, 25, 0, 3], [7, 149, 1, 18], [1, 3, 87, 3], [1, 2, 0, 208]]"
26,0.03639483451843262,0.001,0.22934447115102713,0.9195901893821794,0.9235004821331292,0.2670116634688516,0.9057971014492754,0.9100016627715026,0.9518716577540107,0.8476190476190476,0.8967254408060453,0.8085106382978723,0.8685714285714285,0.837465564738292,"[[178, 30, 0, 2], [7, 152, 1, 15], [1, 4, 87, 2], [1, 2, 0, 208]]"
27,0.036467790603637695,0.001,0.22433337461445058,0.9180378764358895,0.9221905465678395,0.26284541856983434,0.9115942028985508,0.9151362102473574,0.9528795811518325,0.8666666666666667,0.9077306733167082,0.8306010928961749,0.8685714285714285,0.8491620111731844,"[[182, 26, 0, 2], [7, 152, 1, 15], [1, 3, 87, 3], [1, 2, 0, 208]]"
28,0.036193132400512695,0.001,0.2144422236250558,0.9264203663458553,0.9302702052612157,0.2599920723101367,0.9115942028985508,0.9150857440599992,0.9528795811518325,0.8666666666666667,0.9077306733167082,0.8260869565217391,0.8685714285714285,0.8467966573816156,"[[182, 26, 0, 2], [7, 152, 1, 15], [1, 4, 87, 2], [1, 2, 0, 208]]"
29,0.036221981048583984,0.001,0.21921298856673793,0.9239366656317913,0.9279738518882827,0.26302369951769927,0.908695652173913,0.912544136949328,0.9523809523809523,0.8571428571428571,0.9022556390977443,0.8172043010752689,0.8685714285714285,0.8421052631578947,"[[180, 28, 0, 2], [7, 152, 1, 15], [1, 4, 87, 2], [1, 2, 0, 208]]"
30,0.03632807731628418,0.001,0.21491195663962442,0.9226948152747594,0.9259527141556344,0.25302986975597297,0.9173913043478261,0.9210184474274566,0.953125,0.8714285714285714,0.9104477611940298,0.8324324324324325,0.88,0.8555555555555555,"[[183, 25, 0, 2], [7, 154, 1, 13], [1, 4, 88, 1], [1, 2, 0, 208]]"
31,0.1502690315246582,0.001,0.21656785119823402,0.9208320397392115,0.9256942261433585,0.25983710055765896,0.9101449275362319,0.9138150224965293,0.9526315789473684,0.861904761904762,0.905,0.8216216216216217,0.8685714285714285,0.8444444444444444,"[[181, 27, 0, 2], [7, 152, 1, 15], [1, 4, 87, 2], [1, 2, 0, 208]]"
32,0.03378796577453613,0.001,0.20458594868083949,0.9301459174169513,0.933550942983467,0.24998793621426044,0.9159420289855073,0.9197840038878069,0.9526315789473684,0.861904761904762,0.905,0.8201058201058201,0.8857142857142857,0.8516483516483516,"[[181, 28, 0, 1], [7, 155, 1, 12], [1, 4, 88, 1], [1, 2, 0, 208]]"
33,0.0348360538482666,0.0003,0.20803951327936207,0.9264203663458553,0.9308488890290457,0.25664631117513215,0.9057971014492754,0.9099530500459294,0.9523809523809523,0.8571428571428571,0.9022556390977443,0.8241758241758241,0.8571428571428571,0.8403361344537815,"[[180, 27, 0, 3], [7, 150, 1, 17], [1, 3, 87, 3], [1, 2, 0, 208]]"
34,0.034729957580566406,0.0003,0.2068504418498868,0.9264203663458553,0.9307334545960922,0.2540020529342734,0.9101449275362319,0.9138150224965293,0.9526315789473684,0.861904761904762,0.905,0.8216216216216217,0.8685714285714285,0.8444444444444444,"[[181, 27, 0, 2], [7, 152, 1, 15], [1, 4, 87, 2], [1, 2, 0, 208]]"
35,0.03550982475280762,0.0003,0.20532517502467776,0.9298354548276933,0.9338161217865463,0.25124205728803856,0.9115942028985508,0.9151586163745926,0.9526315789473684,0.861904761904762,0.905,0.8225806451612904,0.8742857142857143,0.8476454293628809,"[[181, 27, 0, 2], [7, 153, 1, 14], [1, 4, 87, 2], [1, 2, 0, 208]]"
36,0.034522294998168945,8.999999999999999e-05,0.2047287926137984,0.9233157404532754,0.927498125123454,0.24972985242156015,0.9115942028985508,0.9150857440599992,0.9528795811518325,0.8666666666666667,0.9077306733167082,0.8260869565217391,0.8685714285714285,0.8467966573816156,"[[182, 26, 0, 2], [7, 152, 1, 15], [1, 4, 87, 2], [1, 2, 0, 208]]"
