path_a,class_a,path_b,class_b,method,phash_distance,normalized_pixel_correlation,structural_similarity,label_conflict
data/Training/meningioma/Tr-me_3.jpg,meningioma,data/Testing/meningioma/Te-me_195.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_330.jpg,meningioma,data/Testing/meningioma/Te-me_216.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_331.jpg,meningioma,data/Testing/meningioma/Te-me_18.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_339.jpg,meningioma,data/Training/meningioma/Tr-me_534.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_339.jpg,meningioma,data/Training/meningioma/Tr-me_86.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_339.jpg,meningioma,data/Testing/meningioma/Te-me_116.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_339.jpg,meningioma,data/Testing/meningioma/Te-me_235.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_36.jpg,meningioma,data/Testing/meningioma/Te-me_1.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_373.jpg,meningioma,data/Testing/meningioma/Te-me_20.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_404.jpg,meningioma,data/Testing/meningioma/Te-me_101.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_421.jpg,meningioma,data/Testing/meningioma/Te-me_208.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_421.jpg,meningioma,data/Training/meningioma/Tr-me_465.jpg,meningioma,perceptual_phash_ncc,4,0.9979960918426514,0.9527656435966492,False
data/Training/meningioma/Tr-me_421.jpg,meningioma,data/Testing/meningioma/Te-me_202.jpg,meningioma,perceptual_phash_ncc,4,0.9979960918426514,0.9527656435966492,False
data/Training/meningioma/Tr-me_424.jpg,meningioma,data/Testing/meningioma/Te-me_49.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_432.jpg,meningioma,data/Training/meningioma/Tr-me_561.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_432.jpg,meningioma,data/Testing/meningioma/Te-me_179.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_432.jpg,meningioma,data/Testing/meningioma/Te-me_198.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_437.jpg,meningioma,data/Testing/meningioma/Te-me_197.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_450.jpg,meningioma,data/Testing/meningioma/Te-me_251.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_453.jpg,meningioma,data/Testing/meningioma/Te-me_171.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_458.jpg,meningioma,data/Testing/meningioma/Te-me_96.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_458.jpg,meningioma,data/Testing/glioma/Te-gl_68.jpg,glioma,perceptual_phash_ncc,2,0.9991050958633423,0.970160722732544,True
data/Training/meningioma/Tr-me_458.jpg,meningioma,data/Training/meningioma/Tr-me_714.jpg,meningioma,perceptual_phash_ncc,4,0.9998249411582947,0.9930714964866638,False
data/Training/meningioma/Tr-me_458.jpg,meningioma,data/Testing/meningioma/Te-me_61.jpg,meningioma,perceptual_phash_ncc,4,0.9998249411582947,0.9930714964866638,False
data/Training/meningioma/Tr-me_464.jpg,meningioma,data/Training/meningioma/Tr-me_639.jpg,meningioma,perceptual_phash_ncc,0,0.9998617768287659,0.9936925768852234,False
data/Training/meningioma/Tr-me_464.jpg,meningioma,data/Testing/meningioma/Te-me_214.jpg,meningioma,perceptual_phash_ncc,0,0.9998617768287659,0.9936925768852234,False
data/Training/meningioma/Tr-me_464.jpg,meningioma,data/Testing/meningioma/Te-me_262.jpg,meningioma,perceptual_phash_ncc,0,0.9998267889022827,0.9986166954040527,False
data/Training/meningioma/Tr-me_464.jpg,meningioma,data/Testing/meningioma/Te-me_42.jpg,meningioma,perceptual_phash_ncc,2,0.9989588260650635,0.9547844529151917,False
data/Training/meningioma/Tr-me_465.jpg,meningioma,data/Testing/meningioma/Te-me_202.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_465.jpg,meningioma,data/Testing/meningioma/Te-me_208.jpg,meningioma,perceptual_phash_ncc,4,0.9979960918426514,0.9527656435966492,False
data/Training/meningioma/Tr-me_468.jpg,meningioma,data/Testing/meningioma/Te-me_50.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_468.jpg,meningioma,data/Training/meningioma/Tr-me_714.jpg,meningioma,perceptual_phash_ncc,4,0.9982820749282837,0.9444637894630432,False
data/Training/meningioma/Tr-me_468.jpg,meningioma,data/Testing/glioma/Te-gl_68.jpg,glioma,perceptual_phash_ncc,4,0.9980408549308777,0.9366958737373352,True
data/Training/meningioma/Tr-me_468.jpg,meningioma,data/Testing/meningioma/Te-me_61.jpg,meningioma,perceptual_phash_ncc,4,0.9982820749282837,0.9444637894630432,False
data/Training/meningioma/Tr-me_472.jpg,meningioma,data/Testing/meningioma/Te-me_190.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_479.jpg,meningioma,data/Testing/meningioma/Te-me_278.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_486.jpg,meningioma,data/Testing/meningioma/Te-me_8.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_489.jpg,meningioma,data/Testing/meningioma/Te-me_213.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_497.jpg,meningioma,data/Testing/meningioma/Te-me_228.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_50.jpg,meningioma,data/Testing/meningioma/Te-me_277.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_52.jpg,meningioma,data/Testing/meningioma/Te-me_187.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_530.jpg,meningioma,data/Testing/meningioma/Te-me_105.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_534.jpg,meningioma,data/Training/meningioma/Tr-me_86.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_534.jpg,meningioma,data/Testing/meningioma/Te-me_116.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_534.jpg,meningioma,data/Testing/meningioma/Te-me_235.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_543.jpg,meningioma,data/Training/meningioma/Tr-me_726.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_543.jpg,meningioma,data/Testing/meningioma/Te-me_2.jpg,meningioma,perceptual_phash_ncc,0,0.9975658059120178,0.9459166526794434,False
data/Training/meningioma/Tr-me_543.jpg,meningioma,data/Testing/meningioma/Te-me_252.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_553.jpg,meningioma,data/Testing/meningioma/Te-me_259.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_557.jpg,meningioma,data/Testing/meningioma/Te-me_138.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_561.jpg,meningioma,data/Testing/meningioma/Te-me_179.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_561.jpg,meningioma,data/Testing/meningioma/Te-me_198.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_583.jpg,meningioma,data/Testing/meningioma/Te-me_82.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_597.jpg,meningioma,data/Testing/meningioma/Te-me_290.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_616.jpg,meningioma,data/Testing/meningioma/Te-me_180.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_639.jpg,meningioma,data/Testing/meningioma/Te-me_214.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_639.jpg,meningioma,data/Testing/meningioma/Te-me_262.jpg,meningioma,perceptual_phash_ncc,0,0.9997040033340454,0.993053138256073,False
data/Training/meningioma/Tr-me_639.jpg,meningioma,data/Testing/meningioma/Te-me_42.jpg,meningioma,perceptual_phash_ncc,2,0.9989149570465088,0.9542617797851562,False
data/Training/meningioma/Tr-me_661.jpg,meningioma,data/Testing/meningioma/Te-me_205.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_666.jpg,meningioma,data/Testing/meningioma/Te-me_137.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_678.jpg,meningioma,data/Testing/meningioma/Te-me_62.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_684.jpg,meningioma,data/Testing/meningioma/Te-me_29.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_688.jpg,meningioma,data/Testing/meningioma/Te-me_229.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_706.jpg,meningioma,data/Testing/meningioma/Te-me_121.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_714.jpg,meningioma,data/Testing/meningioma/Te-me_61.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_714.jpg,meningioma,data/Testing/glioma/Te-gl_68.jpg,glioma,perceptual_phash_ncc,2,0.9991085529327393,0.9704560041427612,True
data/Training/meningioma/Tr-me_714.jpg,meningioma,data/Testing/meningioma/Te-me_50.jpg,meningioma,perceptual_phash_ncc,4,0.9982820749282837,0.9444637894630432,False
data/Training/meningioma/Tr-me_714.jpg,meningioma,data/Testing/meningioma/Te-me_96.jpg,meningioma,perceptual_phash_ncc,4,0.9998249411582947,0.9930714964866638,False
data/Training/meningioma/Tr-me_715.jpg,meningioma,data/Testing/meningioma/Te-me_9.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_717.jpg,meningioma,data/Testing/meningioma/Te-me_75.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_726.jpg,meningioma,data/Testing/meningioma/Te-me_2.jpg,meningioma,perceptual_phash_ncc,0,0.9975658059120178,0.9459166526794434,False
data/Training/meningioma/Tr-me_726.jpg,meningioma,data/Testing/meningioma/Te-me_252.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_737.jpg,meningioma,data/Testing/meningioma/Te-me_175.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_740.jpg,meningioma,data/Testing/meningioma/Te-me_81.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_753.jpg,meningioma,data/Testing/meningioma/Te-me_206.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_758.jpg,meningioma,data/Testing/meningioma/Te-me_162.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_760.jpg,meningioma,data/Testing/meningioma/Te-me_234.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_771.jpg,meningioma,data/Testing/meningioma/Te-me_19.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_776.jpg,meningioma,data/Testing/meningioma/Te-me_253.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_799.jpg,meningioma,data/Testing/meningioma/Te-me_293.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_845.jpg,meningioma,data/Testing/meningioma/Te-me_126.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_846.jpg,meningioma,data/Testing/meningioma/Te-me_117.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_86.jpg,meningioma,data/Testing/meningioma/Te-me_116.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_86.jpg,meningioma,data/Testing/meningioma/Te-me_235.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_865.jpg,meningioma,data/Testing/meningioma/Te-me_111.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_877.jpg,meningioma,data/Testing/meningioma/Te-me_109.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_880.jpg,meningioma,data/Testing/meningioma/Te-me_243.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_897.jpg,meningioma,data/Testing/meningioma/Te-me_279.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_905.jpg,meningioma,data/Testing/meningioma/Te-me_83.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_920.jpg,meningioma,data/Testing/meningioma/Te-me_219.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_946.jpg,meningioma,data/Testing/meningioma/Te-me_94.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_954.jpg,meningioma,data/Testing/meningioma/Te-me_280.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_957.jpg,meningioma,data/Testing/meningioma/Te-me_156.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_960.jpg,meningioma,data/Testing/meningioma/Te-me_149.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_962.jpg,meningioma,data/Testing/meningioma/Te-me_113.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_965.jpg,meningioma,data/Testing/meningioma/Te-me_223.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_980.jpg,meningioma,data/Testing/meningioma/Te-me_288.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/meningioma/Tr-me_99.jpg,meningioma,data/Testing/meningioma/Te-me_26.jpg,meningioma,exact_decoded_rgb,0,1.0,1.0,False
data/Training/notumor/Tr-no_1.jpg,notumor,data/Training/notumor/Tr-no_403.jpg,notumor,perceptual_phash_ncc,4,0.991568386554718,0.908506453037262,False
data/Training/notumor/Tr-no_1.jpg,notumor,data/Testing/notumor/Te-no_184.jpg,notumor,perceptual_phash_ncc,4,0.9905083179473877,0.900222897529602,False
data/Training/notumor/Tr-no_1.jpg,notumor,data/Testing/notumor/Te-no_283.jpg,notumor,perceptual_phash_ncc,4,0.9930307865142822,0.9245774149894714,False
data/Training/notumor/Tr-no_10.jpg,notumor,data/Training/notumor/Tr-no_377.jpg,notumor,perceptual_phash_ncc,2,0.9999648332595825,0.9994772672653198,False
data/Training/notumor/Tr-no_10.jpg,notumor,data/Testing/notumor/Te-no_93.jpg,notumor,perceptual_phash_ncc,2,0.9999427795410156,0.9991725087165833,False
data/Training/notumor/Tr-no_1000.jpg,notumor,data/Training/notumor/Tr-no_105.jpg,notumor,exact_decoded_rgb,0,1.0,1.0,False
data/Training/notumor/Tr-no_1002.jpg,notumor,data/Training/notumor/Tr-no_1306.jpg,notumor,perceptual_phash_ncc,0,0.9999598860740662,0.9994071125984192,False
data/Training/notumor/Tr-no_1002.jpg,notumor,data/Training/notumor/Tr-no_1281.jpg,notumor,perceptual_phash_ncc,2,0.9987029433250427,0.9820815920829773,False
data/Training/notumor/Tr-no_1002.jpg,notumor,data/Training/notumor/Tr-no_550.jpg,notumor,perceptual_phash_ncc,2,0.9987029433250427,0.9820815920829773,False
data/Training/notumor/Tr-no_1002.jpg,notumor,data/Testing/notumor/Te-no_332.jpg,notumor,perceptual_phash_ncc,2,0.9984867572784424,0.9800761938095093,False
data/Training/notumor/Tr-no_1004.jpg,notumor,data/Testing/notumor/Te-no_194.jpg,notumor,exact_decoded_rgb,0,1.0,1.0,False
data/Training/notumor/Tr-no_1006.jpg,notumor,data/Training/notumor/Tr-no_1209.jpg,notumor,perceptual_phash_ncc,2,0.9997642040252686,0.9960325360298157,False
data/Training/notumor/Tr-no_1008.jpg,notumor,data/Testing/notumor/Te-no_339.jpg,notumor,perceptual_phash_ncc,0,0.9996753334999084,0.9931443333625793,False
data/Training/notumor/Tr-no_1008.jpg,notumor,data/Training/notumor/Tr-no_508.jpg,notumor,perceptual_phash_ncc,2,0.9999334812164307,0.998867928981781,False
data/Training/notumor/Tr-no_1008.jpg,notumor,data/Training/notumor/Tr-no_637.jpg,notumor,perceptual_phash_ncc,4,0.9900899529457092,0.8874897956848145,False
data/Training/notumor/Tr-no_1009.jpg,notumor,data/Training/notumor/Tr-no_1388.jpg,notumor,perceptual_phash_ncc,2,0.9981493949890137,0.9363173842430115,False
data/Training/notumor/Tr-no_1010.jpg,notumor,data/Testing/notumor/Te-no_244.jpg,notumor,perceptual_phash_ncc,2,0.9951304793357849,0.9620953798294067,False
data/Training/notumor/Tr-no_1010.jpg,notumor,data/Testing/notumor/Te-no_390.jpg,notumor,perceptual_phash_ncc,2,0.9954747557640076,0.9649471044540405,False
data/Training/notumor/Tr-no_1012.jpg,notumor,data/Training/notumor/Tr-no_335.jpg,notumor,perceptual_phash_ncc,2,0.9969406723976135,0.9536079168319702,False
data/Training/notumor/Tr-no_1015.jpg,notumor,data/Training/notumor/Tr-no_1200.jpg,notumor,perceptual_phash_ncc,0,0.9999024868011475,0.9966849088668823,False
data/Training/notumor/Tr-no_1015.jpg,notumor,data/Training/notumor/Tr-no_1339.jpg,notumor,exact_decoded_rgb,0,1.0,1.0,False
data/Training/notumor/Tr-no_1015.jpg,notumor,data/Training/notumor/Tr-no_858.jpg,notumor,perceptual_phash_ncc,0,0.9997198581695557,0.9931967854499817,False
data/Training/notumor/Tr-no_1015.jpg,notumor,data/Training/notumor/Tr-no_985.jpg,notumor,perceptual_phash_ncc,0,0.9995138645172119,0.9900690913200378,False
data/Training/notumor/Tr-no_1015.jpg,notumor,data/Training/notumor/Tr-no_1376.jpg,notumor,perceptual_phash_ncc,4,0.9686630964279175,0.8579312562942505,False
data/Training/notumor/Tr-no_1016.jpg,notumor,data/Training/notumor/Tr-no_819.jpg,notumor,exact_decoded_rgb,0,1.0,1.0,False
